catalog_content,class
"Item Name: Grenadine Vanilla Chamomile Tea (50 tea bags, ZIN: 538261) - 2 Pack
Bullet Point 1: Our Grenadine Vanilla Chamomile Tea is a delicious flavored Chamomile tea with Pomegranate Peel, Rose Hips and Orange Peel that you will enjoy relaxing with anytime! The natural Grenadine Vanilla taste is delicious! - Ingredients: Chamomile tea, Pomegranate Peel, Rose Hips, Orange Peel and Natural Grenadine Vanilla Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Chamomile Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Grenadine Vanilla Chamomile Tea is a delicious flavored Chamomile tea with Pomegranate Peel, Rose Hips and Orange Peel that you will enjoy relaxing with anytime! The natural Grenadine Vanilla taste is delicious! - Ingredients: Chamomile tea, Pomegranate Peel, Rose Hips, Orange Peel and Natural Grenadine Vanilla Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain
Value: 100.0
Unit: Count
",beverage
"Item Name: NOW Foods Dry Roasted & Salted Macadamia Nuts, 9-Ounce
Bullet Point 1: Non GMO Project Certified
Bullet Point 2: Source of FIber
Bullet Point 3: Gluten Free
Bullet Point 4: Paleo Friendly
Value: 9.0
Unit: ounce
",snack
"Item Name: Fun & Delish Caramel Chocolate Popcorn by Its Delish, 8 Oz Bulk Bag - Festive Caramel and Chocolate Sweet Crunchy Popcorn Topped with Sprinkles of White Nonpareils - Air popped, Vegan, Kosher
Bullet Point 1: 🍿 DELICIOUS GOURMET CARAMEL POPCORN – Try some delicious caramel flavored popcorn, oh so sweet and crunchy, perfect for daily snacking and midnight crave. - When sealed will stay fresh for over a month! YIELDS: Approx. 2 oz. per cup.
Bullet Point 2: 🍿 SNACKING, GIFTING, PARTYING – Our scrumptious fresh popcorn can serve every purpose in the candy aisle. These sweet crunch toffee snacks are deliciously sweet and crunchy snack, at the same time alongside will satisfy your inner cravings. Stock up today and enjoy!
Bullet Point 3: 🍿 FRESHLY POPPED POPCORN – Our caramelized candy style popcorn is diet-friendly to take care of your good health. Deliciously coated popcorn come with multiple advantages in terms of health and diet. Our gourmet popcorn is first air-popped, not oil or kettle cooked, bringing you a much healthier popped corn.
Bullet Point 4: 🍿 GREAT FOR SNACKING ON AND ALSO MAKES A GREAT GIFT – Crunchy Caramel Coated Popcorn are the best snacks for parties’ like: birthday party, holiday parties or other social or family events. These are healthy, rich, and tasty enough to lighten up your gathering and parties. Moreover, you can also have them as instant snacks in your office, college, school, and travel. A classic delight!
Bullet Point 5: 🍿 CERTIFIED KOSHER OU PARVE: Our caramel popcorn is vegan, non-dairy and proudly made in the USA. We value and care for our customers, and your well-being is our top priority. Expect nothing less when it comes to the freshness, flavor, and crunch of this popcorn. Order from the popcorn factory direct and taste the fun!
Product Description: <p><b> Gourmet Caramel Fun & Delish Popcorn with Dark Chocolate Drizzle Glaze, topped by sprinkles of white nonpareils by It's Delish, 8 Oz Bulk Bag</b></p> <p>Treat yourself or make your party a hit with our delicious gourmet caramel corn popcorn with dark chocolate drizzle glaze and topped by sprinkles of colorful nonpareils. Our gourmet popcorn is first air-popped, not oil or kettle cooked, bringing you a much healthier popped corn. They then get candy coated with our caramelized topping by our popcorn experts.</p> <p>Our caramel pop corn is kosher, gluten-free, vegan, non-dairy and proudly made in the USA. Stock up in bulk to have in the house for a late night snacking crave or keep at your office desk to munch on. They are fresh, sweet and crunchy. They will also make for festive great party favors or candy buffet sweet table at your next event, birthday parties, wedding and baby shower etc. Impress them with an eye-catching treat! Bon Apetit!</p> <p><b>About It's Delish!</b></p><p>It's Delish was established in 1992 and is located in North Hollywood, California. It's Delish is a food manufacturer and distributor who produces over 500 gourmet food products including popcorns, licorice, sour belts, taffies, caramels, Jordan almonds, chocolates, nuts, fruits, trail mixes, spices, and the spice blends. It's Delish also produces organics and all-natural products. We give you the opportunity to order from the factory direct!</p><p>It's Delish! prides itself on the four pillars that are at the foundation of everything we do.</p><p>Innovation Quality Value Service
Value: 1.0
Unit: Ounce
",snack
"Item Name: Better Than Bouillon Culinary Collection Base, Smoky Chipotle Base, Contains 38 Servings Per Jar, 8-Ounce Glass Jar (Pack of 6)
Bullet Point: Better Than Bouillon Culinary Collection Base, Smoky Chipotle Base, Contains 38 Servings Per Jar, 8-Ounce Glass Jar (Pack of 6)
Value: 48.0
Unit: Ounce
",other
"Item Name: McCormick Culinary Cracked Black Pepper, 16 oz (Pack of 6)
Value: 6.0
Unit: Count
",spice
"Item Name: Kozy Shack Rice Pudding - 6 CT
Product Description: Kozyshack Original Recipe Rice Pudding. Made with simple, wholesome ingredients. Gluten free. 6 - 4 oz (113g) snack cups.
Value: nan
Unit: None
",snack
"Item Name: Munchies Snack Mix, Cheese Fix, 1.75 Ounce (Pack of 64)
Bullet Point 1: 64 count of 1.75 oz. Bags of munchies snack mix cheese fix
Bullet Point 2: Easy snack bags for on-the-go, work, school, or travel snacking
Bullet Point 3: Deliciously cheesy and fun snack mix
Bullet Point 4: Includes sun chips, Doritos, rold gold and Cheetos snacks
Value: 10752.0
Unit: Ounce
",snack
"Item Name: Eden Foods, Organic, Pumpkin Seeds, Dry Roasted, 4 oz (113 g)
Value: 4.0
Unit: Ounce
",other
"Item Name: Food to Live Coconut Chips, 3 Pounds – Unsweetened Flakes, Unsulfured, Raw, Dried, Desiccated, Shaved Coco Nut Meat, Vegan, Keto, Bulk, Great for Baking. A Good Source of Fiber, Protein, Healthy Fats
Bullet Point 1: ✔️ PREMIUM QUALITY, RAW, VEGAN, KETO: These Coconut Chips by Food to Live are of Premium Quality, 100% Raw, Vegan, Keto and Paleo diets friendly.
Bullet Point 2: ✔️ SUPER NUTRITIOUS, SOURCE OF FIBER: Raw Coconut Chips are a nutrient-dense product containing great amounts of dietary fiber, plant protein, “good” fats, Vitamin B6, Iron, Potassium, Calcium, Zinc, Magnesium, and Manganese.
Bullet Point 3: ✔️ GREAT SNACK, POTATO CHIPS ALTERNATIVE: Munch on Food to Live’s Coconut Chips during a movie night instead of high-sodium Potato Chips. Besides, snack on them on a hike, plane, picnic, or a road trip.
Bullet Point 4: ✔️ PASTRY & DESSERTS INGREDIENT: Coconut Chips are an excellent pastry ingredient that you can use when baking cakes, cookies, brownies, tarts, and muffins as well as when making energy treats, desserts, and candies.
Bullet Point 5: ✔️ HANDY PACKAGING, AVAILABLE IN BULK: Coconut Chips by Food to Live are packaged in convenient resealable bags and are also available in budget-friendly bulk packs.
Product Description: Desiccated Large Raw Coconut Chips
Value: 48.0
Unit: Ounce
",beverage
"Item Name: French Vanilla Rooibos Tea (50 tea bags, ZIN: 531711) - 3 Pack
Bullet Point 1: Our French Vanilla Rooibos Tea is a delightful flavored Rooibos tea with Elderfowers and Hazelnuts that you will really enjoy! The unique French Vanilla aroma and taste is a delight! - Ingredients: Rooibos tea, Elderfowers, Hazelnuts and Natural French vanilla Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Rooibos Tea Bags - Packed in a convenient upright pouch!
Product Description: Our French Vanilla Rooibos Tea is a delightful flavored Rooibos tea with Elderfowers and Hazelnuts that you will really enjoy! The unique French Vanilla aroma and taste is a delight! - Ingredients: Rooibos tea, Elderfowers, Hazelnuts and Natural French vanilla Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability and to look for new ways to serve you
Value: 150.0
Unit: Count
",beverage
"Item Name: Madagascar Vanilla Beans - Vacuum Sealed Grade A Vanilla Pods - Rich, Creamy Flavor & Aroma -Great for for Baking, Homemade Extract, Paste, Brewing, Coffee, Cooking (20)
Bullet Point 1: Premium Quality: Grade A Madagascar vanilla beans, vacuum-sealed for maximum freshness and flavor.
Bullet Point 2: Rich Flavor & Aroma: Boasts a creamy, luxurious profile perfect for all culinary uses.
Bullet Point 3: Versatile Ingredient: Ideal for baking, making extracts or paste, brewing, cooking, and beverages.
Bullet Point 4: Handpicked Freshness: Naturally moist and plump pods, perfect for superior flavor infusion.
Bullet Point 5: A FLAVORFUL GIFT - Know anyone who loves baking or cooking with vanilla? This 20-piece pack of beans makes for the perfect gift for bakers, chefs, and coffee addicts who love using vanilla.
Product Description: <b>Want to add fresh vanilla to your drinks and pastries?</b><br><br> Vanilla extract is a staple ingredient for anyone who loves to create sweet treats. We use it for cakes, cookies, ice cream, coffee, and even chocolates, making it a kitchen must-have for any baker. With this, it's no wonder why the vanilla we use can either make or break our favorite treats.<br><br> If you're tired of using store-bought extracts for your pastries, you might want to try using fresh pods. Vanilla beans have a stronger and more flavorful taste and aroma compared to artificial flavoring, which can make any food taste better in an instant.<br><br> <b>Upgrade your desserts with the Strongus Madagascar Vanilla Beans!</b><br><br> Don't settle for watered-down extracts that take away the vanilla's natural flavor. Our fresh beans allow you to scoop out the seeds and add them directly to your dishes for a richer and sweeter taste. With this, your guests will surely love your freshly baked pastries even more!<br><br> If using seeds isn't your thing, you can also steep each pod in water and alco to create your own vanilla extract at home! You can mix your finished product with your cakes, cookies, ice cream, coffee, and even cocktails to give them a fuller, delicious flavor.<br><br> Since these 20-piece grade A beans are vacuum-sealed, you're sure to get fresh pods whenever you order. Fill your kitchen with the sweet and heavenly scent of authentic Madagascan vanilla!<b><br> <b>Still not convinced? Here are more reasons to get these beans:</b><br><br> Responsibly sourced<br> Can last for a long time when stored properly<br> Works for any recipe<br><br><b>Change the way you use vanilla. Add the Strongus Madagascar Vanilla Beans to your cart TODAY!</b>
Value: 20.0
Unit: Count
",beverage
"Item Name: Doguet's Organic Long Grain White Rice 25lb
Bullet Point 1: Long Grain
Bullet Point 2: USDA Organic
Bullet Point 3: Kosher and Vegan
Bullet Point 4: Non-GMO
Bullet Point 5: Gluten Free
Product Description: Long grain rice has a long, slender kernel three to four times longer than its width. Due to its starch composition, cooked grains are more separate, light and fluffy compared to medium grain rice. STORAGE: Refrigerator or freezer storage is recommended for longer shelf life.
Value: 400.0
Unit: Ounce
",other
"Item Name: Bush's Best Vegetarian Fat Free Baked Beans 16 oz (Pack of 12)
Bullet Point: High in fiber
Product Description: Dear friends: our company, which was founded in 1908 by my great-grandfather, a. j. bush, is proud to bring you this quality product. our baked beans are made from a secret family recipe that's been passed down and closely guarded by generations of the bush family. bush's baked beans are slow-cooked, using only the finest ingredients and the greatest of care, so that you can taste our secret family recipe in every bean. to us, that's more than a slogan...it's a promise, to bring the flavor of ou
Value: 192.0
Unit: Fl Oz
",canned_food
"Item Name: Pride Of India - PACK of 6 - Himalayan Black Salt (Kala Namak) Extra Fine, 1 Pound (16oz) Dual Sifter Jar - 84+ Natural Mineral Enriched - Great for Vegan Tofu Scrambles - Natural Faux Egg Flavor
Bullet Point 1: HIMALAYAN BLACK SALT: Black Himalayan salt is one of the cleanest and most beneficial salts in the world. It has nutritional and therapeutic properties. You may recognize black Himalayan salt from its egg white taste in tofu scrambles. It can be used in cooking and to create relaxing bath bombs and salts for kids and adults. The salt in this pack is extra fine grind, and is extremely rare.
Bullet Point 2: USE BLACK SALT IN COOKING: BLACK salt can be used in cooking. Add about a quarter teaspoon or a pinch of salt per serving size portion of food. The minerals in the salt help hydrate the body due to presence of rich electrolytes. It also helps with better metabolism and overall body Ph levels. Put black salt in a salt shaker or salt pepper grinder.
Bullet Point 3: NATURAL VEGAN SALT: Pride of India Himalayan black salt is enriched with up to 84 minerals. Additionally, it is gluten-free, GMO-free, non-irradiated, vegan, cholesterol-free. The blackish appearance of our black salt proves its purity. Once you try this salt, you will never want to use table salt again!
Bullet Point 4: HEALTH BENEFITS: Black Salt (Kala Namak) is a easing salt - often used to help with digestion and ease constipation.May be good to regulate blood pressure as it contains lower sodium content than regular salts.
Bullet Point 5: EASY SALT BATH: To make the perfect Himalayan salt bath, mix between 2 to 3 cups of salt (120 to 150 gm) in a tub full of hot water. Gently swirl the salts in water 1quntil they dissolve. Soak for 10 to 40 minutes for a therapeutic spa treatment. Breathe in the steam to invigorate your senses and for nasal passage relief. Let the salt minerals relax stiff muscles and heal skin naturally.
Product Description: Pride of India incorporates naturally-grown food and herbal products from India into our daily life. These all-natural ingredients help enhance the overall health of the human body. Pride of India is family owned and operated, and we manufacture our products in the USA. Our Himalayan Black Rock Salt is the purest form of salt available on planet Earth because it does not undergo any artificial treatment or refining processes. It is carved out from decades-old, naturally occurring salt reserves at the bed of the giant Himalayan mountains in the Indian subcontinent. The blackish appearance of our salt proves its purity. This coarse salt contains up to 84 essential minerals that are quintessential for the human body in daily nutrition. The grainy texture, distinct flavor, and easy solubility of our black salt make it great for kitchen use as well as in the bath. Black Himalayan salt contains sodium and other electrolytes that can help balance electrolytes, regulate hydration, balance PH levels, . Commercial table salt contains between 97.5% and 99.9% sodium chloride, while Himalayan salt only contains about 87%. Additionally, many table salts go through a bleaching process and may even contain harmful ingredients. Our Himalayan salt, however, is natural and doesn’t go through a refining process. Black salt can be used in salt lamps, as a salt substitute, in bath scrubs, or as a bath salt. It’s also a superior substitute for table salt. Use a pinch in your favorite recipe!
Value: 96.0
Unit: Ounce
",beverage
"Item Name: Divina Organic Greek Olive Mix, 6.3 Ounce
Bullet Point: Divina Organic Greek Olive Mix, Vegan, 6.3 Ounces (Pack Of 6)
Value: 6.3
Unit: Ounce
",other
"Item Name: Goya Foods Inc. Pasta Adobo Light Sin Pimiento, 8 Ounce (Pack of 24)
Bullet Point 1: Pack of twenty four, eight-ounce units
Bullet Point 2: All purpose seasoning
Bullet Point 3: Without pepper
Value: 192.0
Unit: Ounce
",spice
"Item Name: Boiron Arsenicum Album 6C Homeopathic Medicine for Food Poisoning
Bullet Point 1: Homeopathic medicine that relieves Food Poisoning
Bullet Point 2: Take at the First Sign of Symptoms
Bullet Point 3: Non-Drowsy, no known side effects, no known drug interactions
Bullet Point 4: This medicine uses highly diluted natural substances to relieve symptoms.
Bullet Point 5: This medicine comes in quick-dissolving pellet form
Value: 80.0
Unit: count
",other
"Item Name: Jacobs Kronung Instant Coffee 7.05oz (200g) Kosher
Bullet Point 1: Jacobs
Bullet Point 2: Kronung
Bullet Point 3: Instant
Bullet Point 4: Coffee
Bullet Point 5: 7oz
Value: 7.05
Unit: Ounce
",beverage
"Item Name: Ka-Me Gluten Free Rice Crackers, Seaweed, 3.5 Ounce
Bullet Point 1: Rice crackers seasoned with seaweed
Bullet Point 2: Great enjoyed on their own, or served with cheese or dips
Bullet Point 3: All natural, gluten free
Bullet Point 4: Product of Thailand
Value: 3.5
Unit: Ounce
",condiment
"Item Name: Chunky, Bulk 24 Pack, Milk Chocolate with Peanuts and Raisins Individually Wrapped Candy Bars, 33.6 Oz
Bullet Point 1: UNWRAP DELICIOUSNESS: Enjoy the delectable taste of chocolate with raisins and crunchy peanuts with this box of 24 individually wrapped Chunky single bars
Bullet Point 2: AN AMERICAN CLASSIC: A nostalgic candy bar with a classic taste, Chunky is made with freshly roasted peanuts, chewy raisins and milk chocolate, making it an ideal chocolate snack to add to your day
Bullet Point 3: SHARE THE GOODNESS: This pack of individually wrapped bars is great for sharing the taste of Chunky with friends, family and even coworkers
Bullet Point 4: PERFECT ANYTIME: A perfect fun-filled snack, Chunky lets you take this chocolatey treat to work, school or even right to your couch. Take deliciousness wherever you want to go.
Bullet Point 5: RIGHT SIZE IN ANY SIZE: Chunky chocolate candy bars will bring a smile to your taste buds and your day. From Single Size to Giant Size, and a variety of package sizes to choose from, you can find the perfect fit for you
Value: 33.6
Unit: Ounce
",snack
"Item Name: Food to Live Organic Cracked Rye Berries, 8 Pounds - Non-GMO. Crushed & Sifted Groats. Raw, Vegan, Kosher, Bulk. Broken Whole Grain, Great for Cereal & Porridge. Good Source of Fiber & Protein
Bullet Point 1: ✔️ ORGANIC & NON-GMO: Food to Live Crushed and Sifted Rye Groats are USDA Organic and Non-GMO. Moreover, they’re Kosher, Raw, and suitable for various diets including Vegan.
Bullet Point 2: ✔️ HIGHLY NUTRITIOUS: As a broken whole grain, Organic Cracked Rye Berries are an excellent source of fiber, protein, Iron, Potassium, B-group vitamins, and antioxidants namely Polyphenols. They’re also rich in Vitamin E, Selenium, Calcium, Phosphorous, and Magnesium.
Bullet Point 3: ✔️ VERSATILE USES: Use Organic Cracked Rye Berries in salads, stews, soups, pilaf, grain bowls, and baked goodies. Eat cooked rye as a sweet porridge or as a savory side dish.
Bullet Point 4: ✔️ EASY TO COOK: Cooking Organic Cracked Rye Berries is effortless and time-saving. Cook them on a stovetop for under 35 minutes in a 1:3 ratio to water.
Bullet Point 5: ✔️ PRODUCT OF THE USA: Crushed and Sifted Rye Groats by Food to Live are grown, processed, and packaged in the US.
Value: 128.0
Unit: Ounce
",beverage
"Item Name: Catalina Crunch Chocolate Cookie Bars – Low Carb Snacks with 2g Sugar and 3g Protein - Gluten Free Low Sugar Candy Bars, Keto Friendly, Kosher – Mint, 4 Count (Pack of 6)
Bullet Point 1: NEW FROM CATALINA CRUNCH: Catalina Crunch Cookie Bars are a low sugar option featuring a crunchy cookie center paired with a smooth, flavorful filling, covered in decadent chocolate.
Bullet Point 2: INDIVIDUALLY WRAPPED: Includes six (6) pouches containing four (4) individually wrapped bars for a total of twenty-four (24) bars perfect for lunches, on-the-go snacking, and stocking stuffers.
Bullet Point 3: LOW SUGAR TREATS THAT SATISFY YOUR SWEET TOOTH: Catalina Crunch Chocolate Cookie Bars provide you an indulgent treat with only 2 grams of sugar per bar.
Bullet Point 4: KETO FRIENDLY, KOSHER, GLUTEN FREE: All Catalina Crunch Chocolate Cookie Bars are keto friendly, certified kosher, and gluten free.
Bullet Point 5: CATALINA CRUNCH MISSION: Catalina Crunch is on a mission to make great tasting snacks earnestly made with protein, fiber, and good fats while minimizing sugar.
Product Description: Diagnosed as a type 1 diabetic, our founder created Catalina Crunch because he saw a real gap in the market for delicious, better-for-you options that met his needs. Our recipes are uniquely crafted so customers can enjoy amazing cereals and snacks that are low in sugar, with positive nutrition like protein and fiber. Today, with an expanded portfolio, Catalina Snacks continues to deliver uncompromised taste and quality in every bite helping you to live a healthier life.
Value: 24.0
Unit: Count
",snack
"Item Name: Mega Bulk Candy-Filled Plastic Easter Eggs - 2.5"" (2000 Pcs.) | Pre-Filled with Tootsie Rolls, Smarties, & Frooties - Perfect for Church, School, & Community Easter Egg Hunts
Bullet Point 1: 2000-PIECE MEGA PACK: With 2000 pre-filled eggs, this bulk set is perfect for accommodating large groups. Whether you’re hosting a school, church, or neighborhood event, ensure everyone has a chance to join the fun without running out of goodies.
Bullet Point 2: DURABLE PLASTIC EGGS: Made from high-quality plastic, these eggs are built to withstand outdoor Easter egg hunts. They remain securely closed, keeping candies inside safe and fresh until they’re discovered.
Bullet Point 3: ASSORTED COLORS: The eggs come in an array of vibrant colors, adding a festive touch to your event. Brightly colored eggs enhance the excitement of the hunt while emphasizing the playful spirit of Easter.
Bullet Point 4: PRE-FILLED WITH CROWD FAVORITES: Each egg comes pre-filled with beloved candies like Tootsie Rolls, Smarties, and Frooties Fruit Punch Rolls. These classic treats are sure to delight children and adults alike during Easter celebrations.
Bullet Point 5: PERFECT FOR EASTER EVENTS: These 2.5-inch pre-filled plastic Easter eggs are designed for church, or community egg hunts. With a mix of fun candy fillings, they’re ready to go, saving you time and effort while creating a joyful experience for kids.
Value: 2000.0
Unit: Count
",canned_food
"Item Name: Kitchen Basics Organic Vegetable Stock, 32 oz (Pack of 12) | No Artificial Flavors, Vegan, Gluten Free |
Bullet Point 1: Twelve 32 oz cartons of Kitchen Basics Organic Vegetable Stock
Bullet Point 2: Crafted by simmering organic ingredients to add rich and complex, full-bodied flavor to all your homemade meals
Bullet Point 3: Classic, full-bodied flavors of tender veggies and herbs
Bullet Point 4: Gluten-free vegetable stock is vegan and USDA organic
Bullet Point 5: Ideal bases for a wide variety of vegan and vegetarian recipes that call for stock, like sauces and soups
Value: 384.0
Unit: Ounce
",condiment
"Item Name: Ferrero Collection Fine Assorted Confections, Premium Chocolate Variety Pack with Ferrero Rocher, Raffaello, and Rondnoir, 6.1 oz, Gift Box for Sharing with Family and Friends
Bullet Point 1: GOURMET CHOCOLATE GIFT BOX: Share the indulgent taste of assorted chocolates with our Ferrero Collection, a trio of Ferrero Rocher, Raffaello and Rondnoir confections inside a 16-count box of individually wrapped candy for sharing
Bullet Point 2: ASSORTED CHOCOLATES: Enjoy 3 delicious flavors with our Ferrero Collection: Ferrero Rocher, the iconic original with hazelnut milk chocolate; lusciously layered Raffaello with white almond, cream and coconut; and the delicious dark chocolate of Rondnoir
Bullet Point 3: CELEBRATE THE MOMENT: Share moments with your family and friends, or take a moment just for you. Ferrero chocolates make indulgent treats that are great for unwinding after a long day
Bullet Point 4: PREMIUM CHOCOLATE: Expertly crafted from premium gourmet chocolate, these timeless classics deliver decadent taste one exquisite bite at a time
Bullet Point 5: THE FERRERO EXPERIENCE: Our commitment to quality, freshness and a unique taste experience inspires us to create only the finest products that help bring people together
Value: 6.1
Unit: Ounce
",dairy
"Item Name: Juicy Mixes Crush- Powder Drink Mix - Sugar Free & Delicious (Strawberry, 72 Sticks)
Bullet Point 1: WANT TO TAKE YOUR FAVORITE CRUSH DRINK WITH YOU BUT LEAVE ALL OF THE SUGAR BEHIND?
Bullet Point 2: SUGAR & 10 OR FEWER CALORIES – These drink mixes are sugar free, offering a tasty way to stay hydrated while cutting the sugary drinks out of your family’s diet. Instead of sugary juice, drink flavored water. Instead of sugary soda, mix Crush into your SodaStream
Bullet Point 3: DRINK MORE WATER – Doctors recommend drinking 8 glasses of water per day. Staying hydrated helps with cardiovascular health, energy levels, brain function, weight loss, clear skin and so much more
Bullet Point 4: SATISFACTION GUARANTEE-- If you are not totally satisfied with your order, just message us directly and we will refund your order. Crush drink mixes were created by our family business to make staying hydrated fun.
Product Description: Drink mix.
Value: 7.61
Unit: Ounce
",beverage
"Item Name: Huy Fong Licensed Mini-Sriracha2Go (1-Pack) (1-Pack)
Bullet Point 1: BRING SRIRACHA TO EVERY MEAL - Fill your empty Sriracha2Go with Huy Fong Sriracha to arm yourself with a stash of Sriracha for breakfast, lunch, dinner, and everything in between.
Bullet Point 2: CONVENIENT SIZE FOR EVERY OCCASION - This 1oz TSA friendly bottle is the perfect size to keep on you at all times and ensure no Sriracha-less meals.
Bullet Point 3: LEAK PROOF CAP - We designed a tight-fitting flip top cap to ensure a secure closure.
Bullet Point 4: REUSABLE - Depleted your Sriracha stash? Just refill your bottle and continue eating your sriracha-loving-heart out. Fill with sauce, hand sanitizer, lotion, liquids, the sky’s the limit.
Bullet Point 5: FOOD SAFE - We use food grade and BPA-Free materials to provide you with a safe and durable Sriracha keychain you can confidently and conveniently use on-the-go.
Product Description: Sriracha2Go is a must-have for every sriracha lover. With S2G, you’ll never worry about a sriracha-less meal again. No matter where you go, no matter what time of day, sriracha will be by your side. Simply fill your empty S2G bottle with Huy Fong sriracha and clip it to your keychain, slide it in your pocket, or toss it in your purse — you’re now set to add sriracha to your breakfast, lunch, dinner, and everything in between. Worried about depleting your S2G stash? Don't be! Just refill your bottle and continue eating your sriracha-loving-heart out. Mini-S2G is the perfect size to keep on your keyring at all times, as it's slim enough to fit in the skinniest of skinny jeans, but awesome enough to get you through a bland meal or two. Mini-S2G is BPA Free and TSA Friendly! Bottles are sold empty and ready to be filled with Huy Fong Sriracha.
Value: 1.0
Unit: Fl Oz
",condiment
"Item Name: Lehi Roller Mills Country Blueberry Muffin , 2-Pound Bags (Pack of 2)
Bullet Point 1: Pack of two, 2-pound bags (total of 64 ounces)
Bullet Point 2: Product of USA
Value: 64.0
Unit: Ounce
",other
"Item Name: Keebler, Town House, Pita Crackers, Sea Salt, 9.5oz Box (Pack of 4)
Value: 38.0
Unit: Ounce
",snack
"Item Name: 30"" Headstone Flower Saddle - Sympathy Silks Artificial Cemetery Flowers - Gravesite Flowers - Multi Color Roses
Bullet Point 1: ✔ REAL-LOOKING FLOWERS… They may be artificial flowers, but they offer stunning natural color
Bullet Point 2: ✔ LONG-LASTING… Show someone is still loved with cemetery flowers that look fresh for 2-3+ months
Bullet Point 3: ✔ ZERO-MAINTENANCE… As neighboring flowers wilt these fake flowers will look great without effort
Bullet Point 4: ✔ WEATHER RESISTANT… These sympathy flowers are UV & climate resilient with colors that won’t bleed
Bullet Point 5: ✔ STAY-IN-THE-VASE DEVICE… Patented flower holder to keep your bouquet secure
Product Description: Remember your loved one with this beautiful silk flower arrangement made using multi color Roses. </br> </br> This arrangement is about 28 inches tall from the very bottom to the top. </br> </br> This vase arrangement comes with our Sympathy Silks Vase. The Sympathy Silks Vase is ingeniously designed with 4 spikes at the bottom to provide exceptional stability. This ensures that the vase remains securely in place after sticking it into the ground, allowing you to pay your respects and honor your loved ones without worrying about accidental tipping or movement. This patented, Flowers For Cemeteries exclusive vase is designed to hold all of our ground vase arrangements securely so they will not blow away or float out. It is crafted from high-quality, durable plastic material and is built to withstand the elements and the passage of time. </br> </br> We take pride in knowing we provide long lasting and durable flowers for cemeteries. Our artificial flowers for cemetery vases are designed using UV resistant materials and non-bleed colors. Our flowers are weather resistant and guaranteed to last longer outdoors in the sun. The colors will not bleed onto the headstone when wet. We recommend changing the flower arrangements every 2 to 3 months to keep your Loved Ones memorial looking exceptional. </br> </br> Our unique Stay-in-the-Vase Design assures that you will no longer have to worry about cemetery flowers blowing out of the vase at the gravesite. Our patented Stay-in-the-Vase Design comes securely attached to the bottom of this flower arrangement and will make certain the grave flowers fit tight in standard bronze cemetery vases. You will not have to deal with the hassle of trimming foam any longer. Simply place the flowers in the cemetery vase and you're done.
Value: 1.0
Unit: Count
",canned_food
